url_path,views_total,views_unique
/BMHLab/BrainEigenmodes_legacy,14,5
/BMHLab/BrainEigenmodes_legacy/tree/main/functions_matlab,10,3
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_wave_model_simulation.m,7,2
/BMHLab/BrainEigenmodes_legacy/tree/main/data,4,3
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_connectome_eigenmode_calculation.m,2,1
/BMHLab/BrainEigenmodes_legacy/blob/main/functions_matlab/loadParameters_balloon_func.m,2,1
/BMHLab/BrainEigenmodes_legacy/blob/main/functions_matlab/model_neural_waves.m,2,1
/BMHLab/BrainEigenmodes_legacy/blob/main/generate_paper_figures_main_Nature.m,2,1
/server/webtrans/tranUrl,2,1
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_eigenmode_calculation.sh,1,1
