url_path,views_total,views_unique
/BMHLab/BrainEigenmodes_legacy/blob/main/surface_eigenmodes.py,21,3
/BMHLab/BrainEigenmodes_legacy,17,11
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_eigenmode_calculation.sh,14,2
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_eigenmode_analysis.m,7,2
/BMHLab/BrainEigenmodes_legacy/tree/main/data,7,2
/BMHLab/BrainEigenmodes_legacy/blob/main/functions_matlab/model_neural_waves.m,6,1
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_wave_model_simulation.m,5,1
/BMHLab/BrainEigenmodes_legacy/blob/main/generate_paper_figures_main_Nature.m,4,2
/BMHLab/BrainEigenmodes_legacy/tree/main/data/figures_Nature,4,2
/BMHLab/BrainEigenmodes_legacy/tree/main/data/results,3,2
