time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-28 00:00:00+00:00,,,5,3
2024-01-29 00:00:00+00:00,1.0,1.0,3,2
2024-01-30 00:00:00+00:00,,,1,1
2024-01-31 00:00:00+00:00,,,5,4
2024-02-01 00:00:00+00:00,,,17,3
2024-02-02 00:00:00+00:00,1.0,1.0,6,4
2024-02-03 00:00:00+00:00,1.0,1.0,3,2
2024-02-04 00:00:00+00:00,,,1,1
2024-02-05 00:00:00+00:00,,,4,2
2024-02-06 00:00:00+00:00,,,19,2
2024-02-07 00:00:00+00:00,,,13,3
2024-02-08 00:00:00+00:00,,,8,2
