time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-24 00:00:00+00:00,,,13,3
2024-06-25 00:00:00+00:00,,,1,1
2024-06-26 00:00:00+00:00,,,1,1
2024-06-27 00:00:00+00:00,,,1,1
2024-06-28 00:00:00+00:00,,,4,3
2024-06-29 00:00:00+00:00,,,1,1
2024-06-30 00:00:00+00:00,,,12,3
2024-07-01 00:00:00+00:00,1.0,1.0,28,3
2024-07-02 00:00:00+00:00,,,43,3
2024-07-03 00:00:00+00:00,,,76,3
2024-07-04 00:00:00+00:00,,,43,6
2024-07-05 00:00:00+00:00,,,9,2
2024-07-06 00:00:00+00:00,,,29,2
2024-07-07 00:00:00+00:00,,,5,2
