time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-03 00:00:00+00:00,,,20,2
2024-03-04 00:00:00+00:00,,,13,5
2024-03-05 00:00:00+00:00,,,113,2
2024-03-06 00:00:00+00:00,,,5,3
2024-03-07 00:00:00+00:00,,,51,7
2024-03-08 00:00:00+00:00,,,32,9
2024-03-09 00:00:00+00:00,,,42,4
2024-03-10 00:00:00+00:00,1.0,1.0,12,2
2024-03-11 00:00:00+00:00,,,2,1
2024-03-12 00:00:00+00:00,,,8,1
2024-03-13 00:00:00+00:00,,,180,8
2024-03-14 00:00:00+00:00,,,113,4
2024-03-15 00:00:00+00:00,,,11,5
2024-03-16 00:00:00+00:00,,,56,2
