time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-01 00:00:00+00:00,,,12,2
2023-10-02 00:00:00+00:00,1.0,1.0,33,10
2023-10-03 00:00:00+00:00,,,24,5
2023-10-04 00:00:00+00:00,1.0,1.0,63,10
2023-10-05 00:00:00+00:00,,,31,10
2023-10-06 00:00:00+00:00,,,53,7
2023-10-07 00:00:00+00:00,,,9,6
2023-10-08 00:00:00+00:00,,,9,3
2023-10-09 00:00:00+00:00,2.0,2.0,52,16
2023-10-10 00:00:00+00:00,3.0,2.0,87,15
2023-10-11 00:00:00+00:00,1.0,1.0,96,12
2023-10-12 00:00:00+00:00,,,57,9
2023-10-13 00:00:00+00:00,,,20,7
2023-10-14 00:00:00+00:00,,,68,4
