time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-23 00:00:00+00:00,,,45,8
2023-09-24 00:00:00+00:00,,,41,7
2023-09-25 00:00:00+00:00,,,175,16
2023-09-26 00:00:00+00:00,,,58,14
2023-09-27 00:00:00+00:00,1.0,1.0,93,13
2023-09-28 00:00:00+00:00,,,191,12
2023-09-29 00:00:00+00:00,,,70,8
2023-09-30 00:00:00+00:00,1.0,1.0,113,5
2023-10-01 00:00:00+00:00,,,12,2
2023-10-02 00:00:00+00:00,1.0,1.0,33,10
2023-10-03 00:00:00+00:00,,,24,5
2023-10-04 00:00:00+00:00,1.0,1.0,63,10
2023-10-05 00:00:00+00:00,,,31,10
2023-10-06 00:00:00+00:00,,,51,5
