time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-03 00:00:00+00:00,1,1,2,1
2026-06-04 00:00:00+00:00,3,3,1,1
2026-06-05 00:00:00+00:00,0,0,4,2
2026-06-06 00:00:00+00:00,1,1,16,2
2026-06-07 00:00:00+00:00,0,0,3,3
2026-06-08 00:00:00+00:00,1,1,6,4
2026-06-09 00:00:00+00:00,0,0,15,5
2026-06-10 00:00:00+00:00,3,3,2,2
2026-06-11 00:00:00+00:00,3,3,9,6
2026-06-12 00:00:00+00:00,3,2,3,3
2026-06-13 00:00:00+00:00,0,0,3,2
2026-06-14 00:00:00+00:00,0,0,1,1
2026-06-15 00:00:00+00:00,3,3,2,2
2026-06-16 00:00:00+00:00,4,4,5,4
