time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-06 00:00:00+00:00,0,0,3,2
2026-08-07 00:00:00+00:00,2,2,7,7
2026-08-08 00:00:00+00:00,2,2,4,4
2026-08-09 00:00:00+00:00,2,2,2,2
2026-08-10 00:00:00+00:00,2,2,45,6
2026-08-11 00:00:00+00:00,1,1,14,4
2026-08-12 00:00:00+00:00,3,3,34,6
2026-08-13 00:00:00+00:00,0,0,8,4
2026-08-14 00:00:00+00:00,0,0,5,5
2026-08-15 00:00:00+00:00,3,3,2,2
2026-08-16 00:00:00+00:00,0,0,1,1
2026-08-17 00:00:00+00:00,1,1,19,8
2026-08-18 00:00:00+00:00,2,2,14,5
2026-08-19 00:00:00+00:00,1,1,6,6
