time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,1.0,1.0,27,7
2025-09-30 00:00:00+00:00,2.0,2.0,28,7
2025-10-01 00:00:00+00:00,1.0,1.0,26,3
2025-10-02 00:00:00+00:00,,,22,5
2025-10-03 00:00:00+00:00,,,6,2
2025-10-04 00:00:00+00:00,,,1,1
2025-10-05 00:00:00+00:00,1.0,1.0,8,4
2025-10-06 00:00:00+00:00,,,27,7
2025-10-07 00:00:00+00:00,2.0,2.0,22,9
2025-10-08 00:00:00+00:00,,,38,7
2025-10-09 00:00:00+00:00,,,20,3
2025-10-10 00:00:00+00:00,1.0,1.0,29,4
2025-10-11 00:00:00+00:00,,,6,5
2025-10-12 00:00:00+00:00,1.0,1.0,17,4
